"Tweet" "Country" "Words" "AFScore" "BingScore" "NumWords" "AFINNcats"
"8833" "@Backpainandwine Apparently Christmas has been made Covid secure and can now be mentioned  in June" "UK" "secure" 2 "positive" 1 "[1;3)"
"8835" "Covid infection 'produces stronger immune response than the vaccine' https://t.co/qpeH4YXif3 via @MailOnline" "UK" "immune_stronger" 2 "neutral" 2 "[1;3)"
"8847" "Callum Robinson scores twice to earn Republic of Ireland win over Azerbaijan https://t.co/08umED85C6" "UK" "win" 4 "positive" 1 "[3;5]"
"8854" "#Strictly @TomFletcher and @dowden_amy  that was Fast! Considering you both just had covid! Amazing !!" "UK" "amazing" 4 "positive" 1 "[3;5]"
"8863" "@TurraloonNS @ryancapperauld How do you know 150,000 was unavoidable? Covid killed in every country it hit" "UK" "killed" -3 "negative" 1 "[-5;-3]"
"8864" "I'm optimistic that COVID will put an end to people kissing in movies. (Picture not related.) https://t.co/eMiyZPFoE7" "UK" "optimistic" 2 "positive" 1 "[1;3)"
"8875" "#Strictly2021 Does not look like McFly has Long COVID-19!" "UK" "like" 2 "positive" 1 "[1;3)"
"8879" "Isolate if you have Covid symptoms but negative PCR, says local health official https://t.co/1JMd8IYIW9" "UK" "negative" -2 "negative" 1 "(-3;-1]"
"8893" "EXCLUSIVE: A&amp;Es flooded with mental health crisis patients as Covid heroes buckle in 'perfect storm'
https://t.co/XN3WvvUqKS" "UK" "crisis_exclusive_heroes_perfect" 1 "negative" 4 "[1;3)"
"8900" "Interesting analysis this

https://t.co/DKhZz6xmBN" "UK" "interesting" 2 "positive" 1 "[1;3)"
"8901" "I ain't afraid of Delta. The Alpha and Omega has my back.

#Covid_19 #DeltaVariant" "UK" "afraid" -2 "negative" 1 "(-3;-1]"
"8906" "@back2paranorma1 @lorrain00414525 And just please know the difference between covid and flu, surely nobody can still be that ignorant." "UK" "flu_ignorant_please" -1 "negative" 3 "(-3;-1]"
"8910" "UK Gov't to End Free Supply of Widely-Panned COVID-19 Home Testing Kits https://t.co/vNJ9yuZHPx https://t.co/X5ypxMEHVW" "UK" "free" 1 "positive" 1 "[1;3)"
"8914" "@Jaymtee70 @Willydawildcat @i_Do11face Who do you believe in more Trump or anti vaxxers? https://t.co/DojLC3w7xC" "UK" "anti" -1 "positive" 1 "(-3;-1]"
"8929" "@Mamareign12 Yes - Covid!  I loved it - but thought the guitar was used for too long." "UK" "loved_yes" 2 "positive" 2 "[1;3)"
"8942" "I blame her colleague,  Dr Hilary Shipman  https://t.co/GQ8uEpJGEa" "UK" "blame" -2 "negative" 1 "(-3;-1]"
"8946" "Covid: Anti-vax protesters intimidate teen outside jab centre
https://t.co/bL8G16mkLK" "UK" "anti_intimidate_protesters" -2 "negative" 3 "(-3;-1]"
"8950" "BBC News - Ivermectin: How false science created a Covid 'miracle' drug
https://t.co/2uiZ21TPoq" "UK" "miracle" 4 "neutral" 1 "[3;5]"
"8960" "COVID Is A Global Reset Plan To Enslave Humanity! Dr. Peter Breggin!

https://t.co/F5gVXxFIxb" "UK" "enslave" -2 "negative" 1 "(-3;-1]"
"8964" "Headteachers demand next year's SATs exams are scrapped due to 'unfair' COVID disruption https://t.co/rSW1tSjZa4" "UK" "demand_disruption_unfair" -2 "negative" 3 "(-3;-1]"
"9008" "Covid lie spreaders: How a small cabal of anti-vaxxers are cashing in https://t.co/FxKznuPKyc via @MailOnline" "UK" "anti" -1 "negative" 1 "(-3;-1]"
"9011" "@timoconnorbl @adrianshanahan I was in Ireland last week and, in comparison to the UK, your citizens are models of good Covid behaviour" "UK" "good" 3 "positive" 1 "[3;5]"
"9016" "so i got my flu in my left arm and the covid booster in my right - so fingers crossed i feel ok because i have work tomorrow ahHhh" "UK" "flu" -2 "positive" 1 "(-3;-1]"
"9021" "Straight into @ssearena with no Covid checks. Spread that Covid people. Delicious #COVID19 #covid #coronavirus" "UK" "no_straight" 0 "positive" 2 "0"
"9023" "@GeorgeBowling82 why do you wear a seat beat in a car?  The risk of dying per mile in a car is less than covid.  
Just another anti vaccer." "UK" "anti_risk" -2 "negative" 2 "(-3;-1]"
"9029" "HSE's Dr Colm Henry warns of difficult winter as 2,180 new cases of Covid-19 notified to the Department of Health https://t.co/Gdz8MBHhFo" "UK" "difficult_warns" -2 "negative" 2 "(-3;-1]"
"9032" "@ZoePrecious2020 @serena111 No they didn't die with Covid. #fact" "UK" "die_no" -2 "negative" 2 "(-3;-1]"
"9047" "#klausschwab is the reason that the death penaly must be introduced again... #wef #covid #covidgreenpass" "UK" "death" -2 "negative" 1 "(-3;-1]"
"9060" "Covid lie spreaders: How a small cabal of anti-vaxxers are cashing in https://t.co/OEZbX2gyNK via https://t.co/sfIAWxQ0zv" "UK" "anti" -1 "negative" 1 "(-3;-1]"
"9065" "@HugoGye @theipaper An 'error' is when you forget to leave the house with your mask.
44,000 false covid tests is a catastrophe." "UK" "catastrophe_error_forget_leave" -2 "negative" 4 "(-3;-1]"
"9070" "Covid, lockdown and the retreat of scientific debate | The Spectator https://t.co/LwekKyWEVF" "UK" "retreat" -1 "negative" 1 "(-3;-1]"
"9075" "Great news for antibody technologies keep em coming #COVID19 #antibody 
https://t.co/cSS1SYipGu" "UK" "great" 3 "positive" 1 "[3;5]"
"9095" "First time flying since covid hit! Very excited to be going to #expo2020 #dubai @hippodigitaluk goes international! https://t.co/fTHK9bb2hb" "UK" "excited" 3 "positive" 1 "[3;5]"
"9127" "Row over allegations #BorisTheLiar and #CarrieJohnson 'broke #lockdown rules' https://t.co/VHiS5m9Uwq via @MailOnline" "UK" "broke" -1 "negative" 1 "(-3;-1]"
"9148" "@RossGrant17 No one has died of covid!!" "UK" "died_no" -2 "negative" 2 "(-3;-1]"
"9159" "@Excelsior_PR @byronwbrown Well, you have locked up the hard (alt?) right, COVID denying demographic!" "UK" "denying_hard" -2 "neutral" 2 "(-3;-1]"
"9168" "Matt Hancock will no longer lead Africa's Covid recovery - Quartz https://t.co/hU0ujdqzip" "UK" "no" -1 "positive" 1 "(-3;-1]"
"9179" "@Steve_Jones31 @LloydCymru Deaths for any reason within 28 days of a positive test or died of and not with covid?" "UK" "died_positive" 0 "neutral" 2 "0"
"9194" "@dr_jeff I cancelled one meeting because I had very sudden onset D&amp;V and one with bad non covid. 2 different people. Never heard again" "UK" "bad_cancelled" -2 "negative" 2 "(-3;-1]"
"9195" "@Smithkjj Paracetemol, coffee, and two doses of an approved COVID-19 vaccine have seen it off fairly well." "UK" "approved" 2 "positive" 1 "[1;3)"
"9197" "France sees spike in COVID cases just as free testing for unvaccinated ends - Reuters UK https://t.co/zyfPEUSA6p" "UK" "free" 1 "positive" 1 "[1;3)"
"9200" "Covid: Vulnerable Cornwall families not coping, council boss says https://t.co/72zVMm99EI" "UK" "vulnerable" -2 "negative" 1 "(-3;-1]"
"9204" "NB. #Covid UK disastrous outlier. https://t.co/IzdkoucMay" "UK" "disastrous" -3 "negative" 1 "[-5;-3]"
"9209" "US: FDA health panel endorses booster jab for J&amp;J's COVID vaccine - Al Jazeera https://t.co/70dRCuoTnA" "UK" "endorses" 2 "positive" 1 "[1;3)"
"9216" "@cariboogary @ataraj816 @FrancieNolan6 Of course you don't boost yourself with covid-19!" "UK" "boost" 1 "positive" 1 "[1;3)"
"9229" "Thousands protest as Italy's Covid pass becomes mandatory for workers https://t.co/xHSn1kKqxk" "UK" "mandatory_protest" -2 "negative" 2 "(-3;-1]"
"9256" "Russia's daily COVID-19 death toll at record high as vaccination programme stalls https://t.co/CCbgdG5gWB https://t.co/390k0lcZFG" "UK" "death" -2 "negative" 1 "(-3;-1]"
"9262" "Two of Africa's Covid experts are leaving the continent. Is this a brain drain or gain for Africa? - CNN https://t.co/HQlx79CULo" "UK" "gain" 2 "neutral" 1 "[1;3)"
"9263" "@JamesMelville @hunkiedorie You were wrong about Norway and you're wrong about this. Please give it a rest James.
https://t.co/F9ObQoSi9J" "UK" "please_wrong" -1 "negative" 2 "(-3;-1]"
"9267" "Test and Trace blunder blamed for 32% drop in Covid app test results - The Independent https://t.co/B2ENbLHdeC" "UK" "blamed_drop" -2 "negative" 2 "(-3;-1]"
"9292" "I guess it would have been better if the CCP was more diligent about preventing Covid *escaping* China in the first place." "UK" "better_escaping_preventing" 0 "positive" 3 "0"
"9334" "@ArgyleBecky No one ever said you cannot get  Covid a se ond time even if double vaccinated  - What it does say  is you won't die from it" "UK" "die_no" -2 "negative" 2 "(-3;-1]"
"9336" "@2021JustJen @mn2brs @RowlandKao @stevebe87208742 its lab made, yet fact checkers for a year said this was fake news https://t.co/xnCSIcuLrT" "UK" "fake" -3 "negative" 1 "[-5;-3]"
"9345" "This is a fascinating article and points to the utter disgrace that is the UK approach to managing COVID. https://t.co/0idqrdvEnr" "UK" "disgrace_fascinating" 0 "neutral" 2 "0"
"9353" "@Pnejacko @Sedds_lep Emergency loan. Probably got both keepers injured or with Covid" "UK" "emergency_injured" -2 "negative" 2 "(-3;-1]"
"9356" "Berkshire News: Covid tests: I trusted my PCR results https://t.co/ZgbStW2T7C" "UK" "trusted" 2 "positive" 1 "[1;3)"
"9357" "17,646 people died of hunger today in the world...

7,000 people died with COVID." "UK" "died_hunger" -3 "negative" 2 "[-5;-3]"
"9368" "@mickhtafc I had flu jab last night &amp; got Covid booster next Sat. Feeling a bit meh and hoping I'll be fine after next week's lol" "UK" "feeling_fine_flu_hoping_lol" 1 "positive" 5 "[1;3)"
"9380" "Lesson learnt today: Do not listen to Adele when you're already feeling sad &amp; vulnerable from covid.." "UK" "feeling_sad_vulnerable" -1 "negative" 3 "(-3;-1]"
"9382" "Lay in bed recovering from Covid!! Let's hope Man Utd can get a win today... Come on you reds." "UK" "hope_win" 3 "positive" 2 "[3;5]"
"9385" "Milan Transportation Workers Threaten Strike over Mandatory Covid Pass https://t.co/lcARpFjKxV" "UK" "mandatory_strike_threaten" -1 "negative" 3 "(-3;-1]"
"9389" "Free flow of trade crucial for post-Covid economic recovery, experts say - The National https://t.co/w9yPZI4fU3" "UK" "free" 1 "positive" 1 "[1;3)"
"9397" "Good

12 Providence workers let go for noncompliance with COVID-19 vaccine or testing requirement #SmartNews  https://t.co/vFgS2HGUOt" "UK" "good" 3 "positive" 1 "[3;5]"
"9401" "@MCMComicCon I'm double vaccinated and have covid pass setup on the NHS app so I should be all good right?" "UK" "good" 3 "positive" 1 "[3;5]"
"9404" "@BHFT Had covid booster today, thanks to staff vaccinating today very well organised" "UK" "thanks" 2 "positive" 1 "[1;3)"
"9405" "Calming Music For Stressed Anti-Covid - Good For Listening..

https://t.co/kqueBBYMhG" "UK" "anti_calming_good_stressed" 0 "positive" 4 "0"
"9406" "@EndemicPrepared @PlanetEarth_HD @mamarebelle @Kelsveil Oh my god - because of covid Tara now has a grey beard - this thing is scary!!!" "UK" "god_grey_scary" -1 "negative" 3 "(-3;-1]"
"9407" "Covid test lab errors affect up to 4,000 in Wales https://t.co/gZQAbBWycw" "UK" "errors" -2 "negative" 1 "(-3;-1]"
"9416" "@VickiGSP Covid is never going away. This is nothing but torture for people who are fed up of endless restrictions." "UK" "torture" -4 "negative" 1 "[-5;-3]"
"9426" "@GaryLineker I hope Ranieri has his Covid passport up to date and his return flight booked, this is not looking good" "UK" "good_hope" 2 "positive" 2 "[1;3)"
"9447" "@BreakIntoProg @newbiecoding What's the word on long covid? Is it something you're stuck with or will it eventually bugger off?" "UK" "stuck" -2 "negative" 1 "(-3;-1]"
"9452" "@JoFreeRangePlay Oooh hope you have a fantastic time and no long covid hangover x" "UK" "fantastic_hope_no" 2 "positive" 3 "[1;3)"
"9454" "The same thinking that makes a chaotic Brexit an objective justifies a catastrophic COVID response https://t.co/CV2YUYkqPy" "UK" "catastrophic_chaotic" -3 "negative" 2 "[-5;-3]"
"9474" "@EazyE55st so bad man ! this covid shit really in the way" "UK" "bad_shit" -4 "negative" 2 "[-5;-3]"
"9475" "'You' on Netflix went full pro-vaccine (all, not just COVID). I'm impressed. https://t.co/hoQ1vKbCNn" "UK" "impressed" 3 "positive" 1 "[3;5]"
"9481" "@ScottLucas_EA @sams_usa It seems that Idlib (and Aleppo) are coping with COVID much better than the 1st world countries like UK and USA." "UK" "better_like" 2 "positive" 2 "[1;3)"
"9483" "Interesting - &amp; depressing re safe treatments being actively withheld. What has happened to our profession??  https://t.co/LnJHOH7byR" "UK" "depressing_interesting_safe" 0 "positive" 3 "0"
"9484" "@SamCoatesSky How on earth did the UN discover that Matt Hancock was not very good at combating Covid?" "UK" "good" 3 "positive" 1 "[3;5]"
"9501" "@jimblimey @newbiecoding I resemble those remarks. Felt quite down about it in fact. Bloody Long Covid and age." "UK" "bloody" -3 "negative" 1 "[-5;-3]"
"9517" "Wow what an achievement.
Matt Hancock Sacked From UN Covid Advisor Job Days After Taking It

https://t.co/3b0NzaH7d3" "UK" "wow" 4 "positive" 1 "[3;5]"
"9520" "@PeterStefanovi2 I'm so pleased for Africa. What a joke appointing the man who handled the worst Covid response in the Western world." "UK" "joke_pleased_worst" 1 "negative" 3 "[1;3)"
"9529" "Two of Africa's Covid experts are leaving the continent. Is this a brain drain or gain for Africa? - CNN https://t.co/U79OHe8mM9" "UK" "gain" 2 "neutral" 1 "[1;3)"
"9539" "Unvaccinated People Are Way, Way More Likely To Die From COVID, CDC Data Shows - HuffPost UK https://t.co/3bhaeQQD5X" "UK" "die" -3 "negative" 1 "[-5;-3]"
"9563" "@BBCNews Wow really, how many have died from Covid this week how about reporting that, or the corruption from this government!" "UK" "died_wow" 0 "negative" 2 "0"
"9592" "Italy imposes mandatory COVID health pass for work amid protests - Reuters UK https://t.co/9cVdErwpxZ" "UK" "imposes_mandatory_protests" -1 "neutral" 3 "(-3;-1]"
"9600" "Welsh bar owner 'bombarded with nasty messages' after implementing Covid pass rules - inews https://t.co/OGumIDOgBI" "UK" "nasty" -3 "negative" 1 "[-5;-3]"
"9603" "The former UK health secretary will no longer lead Africa's Covid recovery - Quartz https://t.co/Ol4pXAjpH4" "UK" "no" -1 "positive" 1 "(-3;-1]"
"9606" "@FirstChoiceUK cannot get through on the phone. COVID positive and due to fly tomorrow ##COVID19 #TUI HELP" "UK" "help_positive" 2 "positive" 2 "[1;3)"
"9608" "As covid-19 fades in the rich world, the disease risks becoming a poor-country killer https://t.co/objFU6Y6pD" "UK" "poor_rich_risks" -1 "negative" 3 "(-3;-1]"
"9619" "\"That pumpkin looks like its got COVID\"

Kids never miss a trick" "UK" "like_miss" 0 "negative" 2 "0"
"9621" "@JRD0000 And the vaccinated are safe from catching covid off other vaccinated how???" "UK" "safe" 1 "positive" 1 "[1;3)"
"9638" "Every time you see 'Covid' in a Twitter argument, replace it with 'Polio' and see how fucking stupid that looks." "UK" "fucking_stupid" -3 "negative" 2 "[-5;-3]"
"9641" "@Chippy2018 Ah mate. Sorry to hear that. Both my parents have Covid too at the moment." "UK" "sorry" -1 "negative" 1 "(-3;-1]"
"9648" "I understand we have all gone a bit weird since COVID but there is no excuse for eating mince pies on October 3rd" "UK" "excuse_no_weird" -1 "negative" 3 "(-3;-1]"
"9679" "Covid lie spreaders: How a small cabal of anti-vaxxers are cashing in https://t.co/CwyXxag30P via @MailOnline" "UK" "anti" -1 "negative" 1 "(-3;-1]"
"9701" "@Tim_JR_Hill His appointment as UN envoy for COVID to Africa is like condemning the entire continent to death. It's more than unkind." "UK" "death_like" 0 "negative" 2 "0"
"9702" "Weird shit found inside Covid vaccines:
https://t.co/H6B23SoIKF

 #COVID19 
#RichPlanet" "UK" "shit_weird" -3 "negative" 2 "[-5;-3]"
"9708" "https://t.co/jqDRYwdjf0 interesting guy.," "UK" "interesting" 2 "positive" 1 "[1;3)"
"9713" "And this is how refusing to wear a mask affects our Covid stats compared to Western Europe...     Senseless! https://t.co/uvZq9tOCC9" "UK" "refusing" -2 "negative" 1 "(-3;-1]"
"9734" "Scots that take statins may be less likely to die from Covid, study finds - Daily Record https://t.co/KFYoZOhtiW" "UK" "die" -3 "negative" 1 "[-5;-3]"
"9736" "@MarieOMALLEY20 @BreesAnna Covid 19  is nothing like flu. https://t.co/iXagGADr4g" "UK" "flu_like" 0 "positive" 2 "0"
"9747" "Covid wise - All I want is for my children to have the same protection &amp; consideration as the children at Eton." "UK" "want" 1 "positive" 1 "[1;3)"
"9756" "@ShaneWarne You have to tell your Premier to stop closing the borders every time someone tests positive for Covid !!!" "UK" "positive_stop" 0 "positive" 2 "0"
"9766" "@GibKri1886 @Kit_Yates_Maths Yes and that gives a pretty accurate picture of deaths due to covid. It misses those not tested of course." "UK" "pretty_yes" 1 "positive" 2 "[1;3)"
"9769" "@eekpij @foojafa Well fuck me - I never thought just by changing my shoes I could cure myself of long covid - it was all so simple!!!!!!" "UK" "fuck" -4 "positive" 1 "[-5;-3]"
"9800" "@Kit_Yates_Maths @Otto_English The news however was filled entirely with reporting of a single death not from covid." "UK" "death" -2 "negative" 1 "(-3;-1]"
"9811" "Most of the perpetrators are from overseas criminal gangs https://t.co/OB3ImkGbbi" "UK" "criminal_perpetrators" -2 "negative" 2 "(-3;-1]"
"9830" "Lost 3.5kg in 10 days of having covid. Still unable to eat properly, get breathless, body aching, headache, horrific cough." "UK" "aching_horrific_lost" -3 "negative" 3 "[-5;-3]"
"9834" "Covid negative

Back to the gym we go https://t.co/9uVAfSdmWk" "UK" "negative" -2 "negative" 1 "(-3;-1]"
"9837" "Sister company of Covid lab responsible for 45,000 false negatives probed over PCR tests https://t.co/e46qMIctpy" "UK" "responsible" 2 "negative" 1 "[1;3)"
"9838" "@garygilligan @chrischirp Because Hancock oversaw the deaths of 160,000+ UK Citizens who died of Covid-19 Disease." "UK" "died" -3 "negative" 1 "[-5;-3]"
"9846" "UK ministers face questions over firm linked to suspected Covid test errors https://t.co/47YIgH8KVe" "UK" "errors_suspected" -2 "negative" 2 "(-3;-1]"
"9856" "Great visit to @florencehouse in Seaford this morning to hear about post covid recovery https://t.co/Ziu7pIbXxZ" "UK" "great" 3 "positive" 1 "[3;5]"
"9860" "UK ministers face questions over firm linked to suspected Covid test errors | Coronavirus | The Guardian https://t.co/JLVuVViO6x" "UK" "errors_suspected" -2 "negative" 2 "(-3;-1]"
"9866" "British stoicism, a Keep Calm and Carry on death  penality? #COVID19 https://t.co/5ZP6hJ4Ygu" "UK" "calm_death" 0 "neutral" 2 "0"
"9877" "@bestbubalah @DarciLeigh1969 In Wales, 80% of covid positive people hospitalised have been double jabbed" "UK" "positive" 2 "positive" 1 "[1;3)"
"9896" "No, your antibodies are not better than vaccination: An explainer https://t.co/eA1zpmWY8P" "UK" "better_no" 0 "positive" 2 "0"
"9899" "Covid test negative phew ! Now to get better :)" "UK" "better_negative" 0 "neutral" 2 "0"
"9903" "@GraphicFreak It's difficult to know exactly what is going on - I do know of several people who \"caught covid\" directly after the jab." "UK" "difficult" -1 "negative" 1 "(-3;-1]"
"9917" "ive just tested positive for covid" "UK" "positive" 2 "positive" 1 "[1;3)"
"9918" "Back in home town with family for weekend after two years. Thanks Covid. Have a great weekend everyone! https://t.co/6tXcvn70u2" "UK" "great_thanks" 2 "positive" 2 "[1;3)"
"9922" "@DonWindlesham Yes both kids have Covid quiet weekend here" "UK" "yes" 1 "positive" 1 "[1;3)"
"9928" "Covid tests never get any more pleasant" "UK" "pleasant" 3 "positive" 1 "[3;5]"
"9944" "Covid tests: I trusted my PCR results https://t.co/zThv0uJbwZ" "UK" "trusted" 2 "positive" 1 "[1;3)"
"9957" "Train + mask. It's not so difficult #Covid #MasksinScotland https://t.co/gxqxyUqZGp" "UK" "difficult" -1 "negative" 1 "(-3;-1]"
"9960" "The UK. Literally the Sick Man of Europe.

Except this is 2021, not 1972. 

And we're talking about COVID-19... https://t.co/TXJzbMkIve" "UK" "sick" -2 "negative" 1 "(-3;-1]"
"9979" "@Nannydragon3 @GerElliott9 Tests detect covid

Simple

Take a test, see your mum

What's so hard about that?" "UK" "hard" -1 "negative" 1 "(-3;-1]"
"9988" "@covid_long Good news x" "UK" "good" 3 "positive" 1 "[3;5]"
"9989" "Those with a positive lateral flow test should get a follow up PCR test to confirm they have COVID-19. https://t.co/Ye0vnhTnyM" "UK" "positive" 2 "positive" 1 "[1;3)"
"10002" "With COVID-19, every disagreement became a culture-war flashpoint   https://t.co/A318c9NxBq via @BostonGlobe" "UK" "war" -2 "negative" 1 "(-3;-1]"
"10016" "@STVNews The whole thing is bonkers. Vaxxed or not, it doesn't stop you spreading covid." "UK" "stop" -1 "negative" 1 "(-3;-1]"
"10021" "Isn't it the second?? Like I know covid 19 was around in 2019 but nothing was done about it. https://t.co/mm6ifNBVpB" "UK" "like" 2 "positive" 1 "[1;3)"
"10029" "@Stayathomemum6 https://t.co/wFRQiTRfQe
Fake news how can it when we been high for a long time" "UK" "fake" -3 "negative" 1 "[-5;-3]"
"10040" "Pumpkin picking this morning. Though eldest stayed home as he has a cold (negative for COVID before anyone worries). https://t.co/QPwwQ84eCR" "UK" "negative" -2 "negative" 1 "(-3;-1]"
"10048" "@williamhboney1 Are you advocating the elimination of all risk from covid? A none of you may die option? Because, otherwise..." "UK" "die_risk" -2 "negative" 2 "(-3;-1]"
"10049" "Trial result Booster Shot are safe @pfizer @StephenAMcMahon @FergalBowers 

https://t.co/T7EXg8sCjK" "UK" "safe" 1 "positive" 1 "[1;3)"
"10056" "https://t.co/wFRQiTRfQe
Fake news 
@38tori" "UK" "fake" -3 "negative" 1 "[-5;-3]"
"10079" "Cheltenham MP @AlexChalkChelt is isolating after testing positive for Coronavirus
https://t.co/vjU9bLJobp" "UK" "positive" 2 "positive" 1 "[1;3)"
"10091" "@KaivanShroff @WBrandt21 More Americans have died from covid than all the wars they have been in the last 75 years" "UK" "died" -3 "negative" 1 "[-5;-3]"
"10118" "@LalaGomera @SheumasM I'm 18. I've done a test and my chance of death from COVID is officially. 0.001%

Are you fucking kidding me?" "UK" "chance_death_fucking" -1 "negative" 3 "(-3;-1]"
"10142" "Covid in Scotland: Hundreds refused entry in vaccine passport 'chaos' https://t.co/UmF6RdsZp6" "UK" "chaos_refused" -2 "negative" 2 "(-3;-1]"
"10151" "@1JohnnyAlex @Elmamabear @reinhardX @truthwins_ @wolff_ernst Oh and people died before COVID yano?" "UK" "died" -3 "negative" 1 "[-5;-3]"
"10186" "@LP__92 Remember when he said an inquiry into covid was a bad idea lol" "UK" "bad_lol" 0 "negative" 2 "0"
"10200" "@RedCross calls for urgent help for PNG after record #COVID19 surge | Coronavirus pandemic News https://t.co/enI2cMEIfN via @Latest News" "UK" "help_urgent" 0 "negative" 2 "0"
"10201" "Covid in Scotland: Hundreds refused entry in vaccine passport 'chaos' https://t.co/D6cuBUQ4JD" "UK" "chaos_refused" -2 "negative" 2 "(-3;-1]"
"10214" "@shockproofbeats That's what i though. Now I'm 7 days in to covid isolation and pretty much bed bound" "UK" "pretty" 1 "neutral" 1 "[1;3)"
"10220" "Covid, flu, the super-cold: what to do to fight back https://t.co/arf41lQDMc" "UK" "fight_flu_super" 0 "neutral" 3 "0"
"10236" "This is how the Amish dealt with covid, just proves it's no worse than a flu https://t.co/E2xs36QLNr" "UK" "flu_no_worse" -2 "neutral" 3 "(-3;-1]"
"10245" "@sparxx It sounds awful travelling these days. I travelled a lot pre covid. Never left the UK since!" "UK" "awful" -3 "negative" 1 "[-5;-3]"
"10256" "@Arwenstar @baggiebirdd Interested to see if they a do a similar thing for all the anti-vaxer's that have died from Covid" "UK" "anti_died_interested" -1 "negative" 3 "(-3;-1]"
"10272" "@AEW Negative covid test has joined AEW." "UK" "negative" -2 "negative" 1 "(-3;-1]"
"10280" "@UsforThemUK we should *DEFINITELY NOT* allow kids to get infected with COVID. Articles regarding brain damage:
https://t.co/hg5P7mybUO" "UK" "allow_damage_infected" -1 "negative" 3 "(-3;-1]"
"10294" "Covid, day 9.

The worst thing about this episode is the mind numbing boredom of isolation." "UK" "worst" -3 "negative" 1 "[-5;-3]"
"10306" "@robinince @PSDuffy If Covid were not an issue, I'd make them rectify this. No guard on the train? We will all have your back on this." "UK" "no" -1 "neutral" 1 "(-3;-1]"
"10355" "@muinteoirmama \"There is no wisdom against stupidity that is currently in fashion.\"

- Theodor Fontane

https://t.co/3Ku0ZUZG1E" "UK" "no" -1 "neutral" 1 "(-3;-1]"
"10364" "Beijing and Wuhan marathons postponed as China battles Delta outbreak https://t.co/zeTNKUl3RA" "UK" "battles_postponed" -1 "negative" 2 "(-3;-1]"
"10382" "@Ivor_Mectin56 @NotreRene @GillianKearney3 @kd84afc @alembord Thinks Covid is \"just a cold\" and that I am not a researcher...  Oh dear." "UK" "dear" 2 "negative" 1 "[1;3)"
"10386" "@robinince To be fair I am doing similar in covid times so an unmasked idiot doesn't come and sit next to me. I dunno what his excuse is tho" "UK" "excuse_fair_idiot" -1 "negative" 3 "(-3;-1]"
"10411" "Unvaccinated Austrians warned they face new lockdown if cases rise https://t.co/BB6IOCD05k" "UK" "warned" -2 "negative" 1 "(-3;-1]"
"10428" "As Covid numbers soar Labour urges the government to prepare for Plan B while making Plan A work more effectively.
https://t.co/CVv7Bw02eA" "UK" "effectively" 2 "positive" 1 "[1;3)"
"10434" "Covid-19: NHS funding boost and call to protect schools from protests https://t.co/sNCByQ2x6o" "UK" "boost_protect_protests" 0 "positive" 3 "0"
"10436" "@its_johnmartin @sajidjavid Nor in many other places.

He is not to be trusted. Not on COVID, not with the NHS.

https://t.co/wgwwWOsO7o" "UK" "trusted" 2 "positive" 1 "[1;3)"
"10449" "@pinstripedline Respect the view on SAGE, but doubt the use of comparing issues around COVID response to WW2 scenarios" "UK" "doubt" -1 "negative" 1 "(-3;-1]"
"10464" "@DarrenConnell87 BBC article v recently ref worst cold virus in years. My wife had covid and cold, said cold far worse and lingering" "UK" "worse_worst" -3 "negative" 2 "[-5;-3]"
"10484" "UNN's David Clews speaks to John O'Looney: Funeral Director speaking out about Covid lies https://t.co/wGHfP3KH9O via @BitChute" "UK" "funeral" -1 "negative" 1 "(-3;-1]"
"10485" "Hi, @ObserverUK, Breaking the News didn't use any of my jokes last week. I'm available for interview.

https://t.co/UwipDngiIU" "UK" "jokes" 2 "neutral" 1 "[1;3)"
"10491" "Accenture CEO on the company's winning strategy amid COVID-19, the digit... https://t.co/5qFZ01zN6Y via @YouTube" "UK" "winning" 4 "positive" 1 "[3;5]"
"10542" "@JoePajak @PMPmagToday Remember when an expert said there might be 20,000 deaths in all from Covid and everyone was horrified?" "UK" "horrified" -3 "negative" 1 "[-5;-3]"
"10552" "Featuring another case study from @IPMBITESIZE

The judges were really impressed with this @Edenreduk

https://t.co/ihtq4kiF8R" "UK" "impressed" 3 "positive" 1 "[3;5]"
"10564" "What a weekend, don't want another like this again. At least before covid we did have a chance to recharge every 4 weeks" "UK" "chance_like_want" 2 "positive" 3 "[1;3)"
"10567" "@BBBolty @MiniMooJack @TimonColegrove Just awful everything covid honestly I hope these nhs nitwits are held accountable at some point" "UK" "awful_hope" 0 "negative" 2 "0"
"10584" "https://t.co/KKERmibNMi

this will go down well in the UK lol" "UK" "lol" 3 "positive" 1 "[3;5]"
"10589" "The \"Covid Pass\" doesn't really give you access to freedom or normality. Because there is nothing normal or free about the \"New Normal.\"" "UK" "free_freedom" 2 "positive" 2 "[1;3)"
"10608" "@theRealDeal506 More people have died from Cancer than Covid. What's your point? Being vaccinated does not make you untouchable." "UK" "cancer_died" -2 "negative" 2 "(-3;-1]"
"10613" "PCR TEST KITS - SHOCKING https://t.co/u9NBlKkv2k" "UK" "shocking" -2 "negative" 1 "(-3;-1]"
"10638" "@Femi_Sorry Aye, when there's a serious upsurge in Covid cases in Glasgow the Tories will blame the Scottish Government." "UK" "blame" -2 "negative" 1 "(-3;-1]"
